Nº;Fecha;Curso;Tipo;Subtipo;Días;Horas totales;Hora inicio;Zona;Instalación;Monitor/a;Precio socio €;Precio no socio €;Plazas totales;Plazas libres;Alistados totales;Alistados socios;Alistados no socios;% Ocupación;Temporada;Día semana;Franja
612;2026-04-19;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;10:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Mileni;36,0;44,0;12;7;5;0;5;41,7;2025-26;Domingo;Mañana
613;2026-04-25;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;12:40;Retiro;Paseo De Coches;David Rivas;28,0;34,0;10;2;8;0;8;80,0;2025-26;Sábado;Mañana
614;2026-04-25;Curso Patinaje Básico Niños;Niños Básico 1;;3;3.0;11:30;Retiro;Paseo De Coches;David Rivas;28,0;34,0;12;1;11;0;11;91,7;2025-26;Sábado;Mañana
615;2026-04-25;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;10:00;Retiro;Paseo De Coches;David Rivas;36,0;44,0;10;1;9;0;9;90,0;2025-26;Sábado;Mañana
616;2026-04-25;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;18:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;16;7;9;9;0;56,2;2025-26;Sábado;Tarde
617;2026-05-04;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:30;Retiro;Curva Rosaleda;Jorge;36,0;44,0;8;0;8;0;8;100,0;2025-26;Lunes;Tarde
618;2026-05-06;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:10;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;10;4;6;0;6;60,0;2025-26;Miércoles;Tarde
619;2026-05-07;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;20:10;Madrid Río;Explanada Matadero;Yomi;36,0;44,0;8;6;2;0;2;25,0;2025-26;Jueves;Tarde
620;2026-05-07;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;18:30;Barajas;Recinto Ferial;Vanesa;36,0;44,0;10;10;0;0;0;0,0;2025-26;Jueves;Tarde
621;2026-05-07;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;17:30;Barajas;Recinto Ferial;Vanesa;28,0;34,0;10;10;0;0;0;0,0;2025-26;Jueves;Tarde
622;2026-05-08;Curso Iniciación Hockey Niños;Niños Disciplinas;Hockey;3;3.0;18:30;Retiro;Instalación Deportiva Retiro-Poeta;Alex;28,0;34,0;12;11;1;0;1;8,3;2025-26;Viernes;Tarde
623;2026-05-12;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;19:30;Retiro;Curva Rosaleda;Marta;36,0;44,0;10;4;6;1;5;60,0;2025-26;Martes;Tarde
624;2026-05-13;Curso Patinaje Básico Niños;Niños Básico 1;;3;3.0;17:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Javi;28,0;34,0;12;8;4;0;4;33,3;2025-26;Miércoles;Tarde
625;2026-05-23;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;09:40;Retiro;Curva Rosaleda;Marta;36,0;44,0;8;2;6;0;6;75,0;2025-26;Sábado;Mañana
626;2026-05-24;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;11:30;Retiro;Instalación Deportiva Retiro-Poeta;Jorge;28,0;34,0;10;2;8;0;8;80,0;2025-26;Domingo;Mañana
627;2026-05-24;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;10:00;Retiro;Instalación Deportiva Retiro-Poeta;Jorge;36,0;44,0;10;3;7;0;7;70,0;2025-26;Domingo;Mañana
628;2026-05-24;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;12:10;Retiro;Curva Rosaleda;Marta;36,0;44,0;10;1;9;0;9;90,0;2025-26;Domingo;Mañana
629;2026-05-24;Curso Urbano Patinaje Medio;Urbano;Medio;1;2.0;10:00;Palacio Real;Plaza De Oriente;David Rivas;21,0;24,0;10;0;10;9;1;100,0;2025-26;Domingo;Mañana
630;2026-05-27;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;19:10;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;12;5;7;0;7;58,3;2025-26;Miércoles;Tarde
631;2026-05-30;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;19:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;16;4;12;12;0;75,0;2025-26;Sábado;Tarde
632;2026-05-30;Curso Iniciación Hockey;Hockey;Iniciación;1;2.0;10:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;14;6;8;2;6;57,1;2025-26;Sábado;Mañana
633;2026-05-31;Curso Patinaje Básico Niños;Niños Básico 1;;3;3.0;11:40;San Sebastián de los Reyes;Pista Patinaje Dehesa;Mileni12-DavidRivas3;28,0;34,0;12;7;5;0;5;41,7;2025-26;Domingo;Mañana
634;2026-05-31;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;10:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Mileni12-DavidRivas3;28,0;34,0;10;0;10;0;10;100,0;2025-26;Domingo;Mañana
635;2026-05-31;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;09:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Mileni12-DavidRivas3;36,0;44,0;10;4;6;0;6;60,0;2025-26;Domingo;Mañana
636;2026-05-31;Curso Tecnificación: Cruce en Curva;Otros;Curso Tecnificación: Cruce en Curva;1;2.0;19:00;Retiro;Instalación Deportiva Retiro-Poeta;Iciar;21,0;24,0;14;3;11;11;0;78,6;2025-26;Domingo;Tarde
637;2026-06-02;Curso Iniciación Patinaje Nivel 2;Iniciación Adultos Nivel 2;;3;4.0;19:30;Retiro;Curva Rosaleda;Marta;36,0;44,0;10;3;7;1;6;70,0;2025-26;Martes;Tarde
638;2026-06-03;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:30;Retiro;Curva Rosaleda;Marta;36,0;44,0;8;3;5;0;5;62,5;2025-26;Miércoles;Tarde
639;2026-06-04;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;18:45;San Sebastián de los Reyes;Pista Patinaje Dehesa;Vanesa;36,0;44,0;10;10;0;0;0;0,0;2025-26;Jueves;Tarde
640;2026-06-04;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;17:40;San Sebastián de los Reyes;Pista Patinaje Dehesa;Vanesa;28,0;34,0;10;7;3;0;3;30,0;2025-26;Jueves;Tarde
641;2026-06-06;Curso Patinaje Básico Niños;Niños Básico 1;;3;3.0;11:10;Retiro;Curva Rosaleda;David Rivas;28,0;34,0;12;8;4;0;4;33,3;2025-26;Sábado;Mañana
642;2026-06-06;Curso Patinaje Básico 2 Niños;Niños Básico 2;;3;3.0;10:00;Retiro;Curva Rosaleda;David Rivas;28,0;34,0;12;7;5;0;5;41,7;2025-26;Sábado;Mañana
643;2026-06-06;Curso Iniciación Patinaje Nivel 2;Iniciación Adultos Nivel 2;;3;4.0;09:00;Retiro;Curva Rosaleda;David Rivas;36,0;44,0;10;10;0;0;0;0,0;2025-26;Sábado;Mañana
644;2026-06-07;Curso Rollerdance Iniciación;Rollerdance;Iniciación;1;2.0;19:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;18;10;8;7;1;44,4;2025-26;Domingo;Tarde
645;2026-06-07;Curso Urbano Patinaje Básico;Urbano;Básico;1;2.0;10:00;Nuevos Ministerios;Azca;Iciar;21,0;24,0;10;0;10;10;0;100,0;2025-26;Domingo;Mañana
646;2026-06-08;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;19:30;Retiro;Curva Rosaleda;Jorge;36,0;44,0;10;5;5;0;5;50,0;2025-26;Lunes;Tarde
647;2026-06-11;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;20:10;Madrid Río;Explanada Matadero;Yomi;36,0;44,0;8;0;8;0;8;100,0;2025-26;Jueves;Tarde
648;2026-06-12;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;19:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Javi;21,0;24,0;16;8;8;8;0;50,0;2025-26;Viernes;Tarde
649;2026-06-14;Curso Urbano Patinaje Avanzado;Urbano;Avanzado;1;2.0;10:00;Nuevos Ministerios;Azca;Iciar;21,0;24,0;10;0;10;8;2;100,0;2025-26;Domingo;Mañana
650;2026-07-01;Curso Refuerzo Patinaje Medio;Refuerzo Adultos;Medio;3;3.0;20:30;Retiro;Paseo De Coches;Marta;23,0;34,0;12;3;9;6;3;75,0;2025-26;Miércoles;Tarde
651;2026-07-01;Curso Refuerzo Patinaje Básico;Refuerzo Adultos;Básico;3;3.0;19:30;Retiro;Paseo De Coches;Marta;23,0;34,0;12;3;9;5;4;75,0;2025-26;Miércoles;Tarde
652;2026-07-01;Curso Patinaje en Cuestas Med/Avz;Cuestas;Med/avz;3;3.0;20:30;Juan Carlos I;Parking Auditorium;Iciar;23,0;34,0;10;0;10;9;1;100,0;2025-26;Miércoles;Tarde
653;2026-07-01;Curso Patinaje en Cuestas Bás/Med;Cuestas;Bás/med;3;3.0;19:30;Juan Carlos I;Parking Auditorium;Iciar;23,0;34,0;10;5;5;5;0;50,0;2025-26;Miércoles;Tarde
654;2026-07-01;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;3.0;20:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Oscar;23,0;34,0;10;10;0;0;0;0,0;2025-26;Miércoles;Tarde
655;2026-07-01;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;19:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Oscar;23,0;34,0;10;5;5;0;5;50,0;2025-26;Miércoles;Tarde
656;2026-07-01;Curso Refuerzo Patinaje Experto 2;Refuerzo Adultos;Experto 2;3;3.0;20:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;23,0;34,0;14;8;6;6;0;42,9;2025-26;Miércoles;Tarde
657;2026-07-01;Curso de Derrapes;Otros;Curso de Derrapes;3;3.0;19:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;23,0;34,0;14;1;13;10;3;92,9;2025-26;Miércoles;Tarde
658;2026-07-02;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;3.0;20:30;Retiro;Paseo De Coches;Oscar;23,0;34,0;10;5;5;0;5;50,0;2025-26;Jueves;Tarde
659;2026-07-02;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;3.0;19:30;Retiro;Paseo De Coches;Oscar;23,0;34,0;12;4;8;0;8;66,7;2025-26;Jueves;Tarde
660;2026-07-02;Curso Refuerzo Patinaje Avanzado;Refuerzo Adultos;Avanzado;3;3.0;20:30;Retiro;Instalación Deportiva Retiro-Poeta;Iciar;23,0;34,0;14;7;7;7;0;50,0;2025-26;Jueves;Tarde
661;2026-07-02;Curso Refuerzo Patinaje Experto 1;Refuerzo Adultos;Experto 1;3;3.0;19:30;Retiro;Instalación Deportiva Retiro-Poeta;Iciar;23,0;34,0;14;12;2;2;0;14,3;2025-26;Jueves;Tarde
662;2026-07-04;Curso Iniciación Patinaje Niños;Niños Iniciación;;2;2.0;11:00;Retiro;Paseo De Coches;Jorge;16,0;24,0;10;2;8;0;8;80,0;2025-26;Sábado;Mañana
663;2026-07-04;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;2;3.0;09:20;Retiro;Paseo De Coches;Jorge;23,0;34,0;10;4;6;0;6;60,0;2025-26;Sábado;Mañana
664;2026-07-04;Curso Urbano Patinaje Básico;Urbano;Básico;1;2.0;09:30;Nuevos Ministerios;Azca;Iciar;16,0;24,0;10;1;9;8;1;90,0;2025-26;Sábado;Mañana
665;2026-07-05;Curso Urbano Patinaje Medio;Urbano;Medio;1;2.0;09:30;Nuevos Ministerios;Azca;Iciar;16,0;24,0;10;2;8;6;2;80,0;2025-26;Domingo;Mañana
666;2026-07-11;Curso Patinaje Básico Niños;Niños Básico 1;;2;2.0;11:00;Retiro;Paseo De Coches;¿?;16,0;24,0;12;7;5;2;3;41,7;2025-26;Sábado;Mañana
667;2026-07-11;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;2;3.0;09:20;Retiro;Paseo De Coches;¿?;23,0;34,0;12;6;6;1;5;50,0;2025-26;Sábado;Mañana
668;2026-07-11;Curso Iniciación Patinaje Niños;Niños Iniciación;;2;2.0;10:40;San Sebastián de los Reyes;Pista Patinaje Dehesa;Iciar;16,0;24,0;10;0;10;0;10;100,0;2025-26;Sábado;Mañana
669;2026-07-11;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;2;3.0;09:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Iciar;23,0;34,0;10;6;4;0;4;40,0;2025-26;Sábado;Mañana
670;2026-07-11;Curso Wizard Iniciación;Otros;Curso Wizard Iniciación;1;2.0;09:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;16,0;24,0;14;8;6;6;0;42,9;2025-26;Sábado;Mañana
671;2026-07-12;Curso Rollerdance Iniciación;Rollerdance;Iniciación;1;2.0;19:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;16,0;24,0;18;10;8;6;2;44,4;2025-26;Domingo;Tarde
672;2026-07-16;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;3.0;20:30;Retiro;Paseo De Coches;Jorge;23,0;34,0;12;4;8;0;8;66,7;2025-26;Jueves;Tarde
673;2026-07-16;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;3.0;19:30;Retiro;Paseo De Coches;Jorge;23,0;34,0;10;2;8;0;8;80,0;2025-26;Jueves;Tarde
674;2026-07-16;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;3.0;20:30;Madrid Río;Explanada Matadero;Oscar;23,0;34,0;10;6;4;0;4;40,0;2025-26;Jueves;Tarde
675;2026-07-16;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;19:30;Madrid Río;Explanada Matadero;Oscar;23,0;34,0;10;5;5;0;5;50,0;2025-26;Jueves;Tarde
676;2026-07-16;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;3.0;20:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Vanesa;23,0;34,0;12;6;6;0;6;50,0;2025-26;Jueves;Tarde
677;2026-07-16;Curso Patinaje Básico Niños;Niños Básico 1;;3;3.0;19:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Vanesa;23,0;34,0;12;10;2;0;2;16,7;2025-26;Jueves;Tarde
678;2026-07-16;Curso Tecnificación Fs. Slalom;Freestyle Slalom;Tecnificación;3;3.0;20:30;Retiro;Instalación Deportiva Retiro-Poeta;Iciar;23,0;34,0;16;13;3;3;0;18,8;2025-26;Jueves;Tarde
679;2026-07-16;Curso Iniciación Freestyle Slalom;Freestyle Slalom;Iniciación;3;3.0;19:30;Retiro;Instalación Deportiva Retiro-Poeta;Iciar;23,0;34,0;16;8;8;6;2;50,0;2025-26;Jueves;Tarde
680;2026-07-18;Curso Iniciación Patinaje Niños;Niños Iniciación;;2;2.0;11:00;Retiro;Paseo De Coches;Marta;16,0;24,0;10;9;1;0;1;10,0;2025-26;Sábado;Mañana
681;2026-07-18;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;2;3.0;09:20;Retiro;Paseo De Coches;Marta;23,0;34,0;10;5;5;0;5;50,0;2025-26;Sábado;Mañana
682;2026-07-18;Curso Patinaje Básico Niños;Niños Básico 1;;2;2.0;10:40;San Sebastián de los Reyes;Pista Patinaje Dehesa;Vanesa;16,0;24,0;12;8;4;2;2;33,3;2025-26;Sábado;Mañana
683;2026-07-18;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;2;3.0;09:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Vanesa;23,0;34,0;12;10;2;0;2;16,7;2025-26;Sábado;Mañana
684;2026-07-20;Curso Refuerzo Patinaje Medio;Refuerzo Adultos;Medio;3;3.0;20:30;Madrid Río;Explanada Matadero;David Rivas;23,0;34,0;12;7;5;3;2;41,7;2025-26;Lunes;Tarde
685;2026-07-20;Curso Refuerzo Patinaje Básico;Refuerzo Adultos;Básico;3;3.0;19:30;Madrid Río;Explanada Matadero;David Rivas;23,0;34,0;12;9;3;0;3;25,0;2025-26;Lunes;Tarde
686;2026-07-20;Curso Refuerzo Patinaje Medio;Refuerzo Adultos;Medio;3;3.0;20:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Iciar1-Jorge23;23,0;34,0;12;7;5;5;0;41,7;2025-26;Lunes;Tarde
687;2026-07-20;Curso Refuerzo Patinaje Básico;Refuerzo Adultos;Básico;3;3.0;19:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Iciar1-Jorge23;23,0;34,0;12;8;4;3;1;33,3;2025-26;Lunes;Tarde
688;2026-07-20;Curso Hockey Tecnificación;Hockey;Tecnificación;3;3.0;20:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;23,0;34,0;14;3;11;10;1;78,6;2025-26;Lunes;Tarde
689;2026-07-20;Curso Iniciación Hockey;Hockey;Iniciación;3;3.0;19:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;23,0;34,0;14;7;7;2;5;50,0;2025-26;Lunes;Tarde
690;2026-07-21;Curso Iniciación Patinaje Velocidad;Velocidad;Iniciación;3;3.0;20:30;Metropolitano;Parking Exterior;David Rivas;23,0;34,0;14;8;6;6;0;42,9;2025-26;Martes;Tarde
691;2026-07-21;Curso Tecnificación Pat. Velocidad;Velocidad;Tecnificación;3;3.0;19:30;Metropolitano;Parking Exterior;David Rivas;23,0;34,0;14;5;9;8;1;64,3;2025-26;Martes;Tarde
692;2026-07-25;Curso Iniciación Artístico;Otros;Curso Iniciación Artístico;1;2.0;09:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;16,0;24,0;14;8;6;6;0;42,9;2025-26;Sábado;Mañana
693;2026-07-26;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;19:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;16,0;24,0;16;10;6;6;0;37,5;2025-26;Domingo;Tarde
